Record Sequence Number,EQID,Earthquake Name,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Earthquake Magnitude,Strike (deg),Dip (deg),Rake Angle (deg),Mechanism Based on Rake Angle,P-plunge (deg),P-trend (deg),T-plunge (deg),T-trend (deg),Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Length for Calculation of Ry (km),Fault Rupture Width (km),Fault Rupture Area (km^2),Average Vr/Vs,EpiD (km),HypD (km),Joyner-Boore Dist. (km),Campbell R Dist. (km),RmsD (km),ClstD (km),Rx,FW/HW Indicator,Source to Site Azimuth (deg),X,Y,Phi.D (deg),Unused Column.2,Depth,Preferred NEHRP Based on Vs30,Vs30 (m/s) selected for analysis,Measured/Inferred Class,Sigma of Vs30 (in natural log Units),Owner,Station Latitude,Station Longitude,STORIES,INSTLOC,Depth to Basement Rock,Site Visited,NGA Type,Northern CA/Southern CA - H11 Z1 (m),Northern CA/Southern CA - H11 Z1.5 (m),Northern CA/Southern CA - H11 Z2.5 (m),Northern CA/Southern CA - S4 Z1 (m),Northern CA/Southern CA - S4 Z1.5 (m),Northern CA/Southern CA - S4 Z2.5 (m),Rebe (m),File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,PEA Processing Flag,Type of Filter,npass,nroll,HP-H1 (Hz),HP-H2 (Hz),LP-H1 (Hz),LP-H2 (Hz),Factor,Lowest Usable Freq - H1 (Hz),Lowest Usable Freq - H2 (H2),Lowest Usable Freq - Ave. Component (Hz),PGA (g),PGV (cm/sec),PGD (cm),T0.010S,T0.020S,T0.030S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T6.000S,T7.500S,T10.000S,U,Damping (%),RotD percentile,Instrument Nat. Freq.,Instrument Damping,Instrument Type,Quality_Flag,Spectra Quality Flag,Late S-trigger,Late P-trigger
838,125,Landers,1992,628,1158,Barstow,304,23559,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,94.77,95.02,34.86,-999.0,62.18,34.86,-8.25,na,-13.69,0.92,0.47,49.68,-999,D,C,370.08,2a_3a_4b_4c,0.25,CDMG,34.887,-117.047,0,GROUND LEVEL,-999.0,-999,-999,60.0,-999.0,260.0,-999.0,-999.0,-999.0,-999.0,LANDERS\BRS000.AT2,LANDERS\BRS090.AT2,LANDERS\BRS-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.07,0.07,23.0,23.0,1.0,0.07,0.07,0.07,0.13259,22.684,16.124,0.1338783,0.1347859,0.1333174,0.1450711,0.1561541,0.1562767,0.2138186,0.1982771,0.2047608,0.2665105,0.2167379,0.24633,0.2653328,0.2086049,0.1059206,0.08257762,0.0803884,0.06147198,0.03985532,0.04029832,0.02957606,0.01640244,100.88859,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
839,125,Landers,1992,628,1158,Bell Gardens - Jaboneria,586,90094,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,160.86,161.01,154.26,-999.0,160.8,154.26,-152.52,na,-81.39,0.77,0.47,87.37,-999,D,D,267.13,2a_3a_4b_4c,0.25,USC,33.965,-118.158,1,GROUND LEVEL,-999.0,-999,5,800.0,-999.0,4700.0,780.0,-999.0,4920.0,-999.0,LANDERS\JAB220.AT2,LANDERS\JAB310.AT2,LANDERS\JAB-UP.AT2,220,310,A,-999,PEA,A,1,2.5,0.06,0.06,13.0,15.0,1.0,0.06,0.06,0.06,0.037595,11.455,15.403,0.03760941,0.037749,0.03798782,0.03912402,0.04306458,0.05504894,0.0759494,0.08113673,0.0836589,0.07624213,0.08478732,0.09326588,0.09449936,0.102019,0.06923199,0.05859558,0.0429178,0.03307495,0.01728772,0.01615967,0.01648308,0.01954217,50.378936,5,50,-999.0,-999.0,-999,-999,0,-999,?
840,125,Landers,1992,628,1158,"Big Tujunga, Angeles Nat F",556,90061,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,164.86,165.01,144.13,-999.0,157.91,144.13,-133.61,na,-67.98,0.82,0.47,87.0,-999,S,C,550.11,2a_3a_4b_4c,0.4,USC,34.286,-118.225,1,GROUND LEVEL,0.0,yes,4,40.0,-999.0,260.0,40.0,-999.0,320.0,-999.0,LANDERS\TUJ262.AT2,LANDERS\TUJ352.AT2,LANDERS\TUJ-UP.AT2,262,352,A,-999,PEA,A,1,2.5,0.063,0.06,18.0,20.0,1.0,0.063,0.06,0.063,0.03011,6.7935,7.1413,0.03013396,0.0302753,0.0309489,0.03052757,0.04179937,0.05308468,0.07304496,0.07141309,0.06874219,0.07093512,0.06272598,0.05545606,0.05010931,0.03761381,0.04229517,0.0251142,0.01050126,0.01333407,0.009905176,0.01226671,0.01343338,0.009426353,85.764047,5,50,-999.0,-999.0,-999,-999,0,-999,?
841,125,Landers,1992,628,1158,Boron Fire Station,367,33083,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,142.58,142.76,89.69,-999.0,117.48,89.69,-41.55,na,-27.6,0.92,0.47,80.44,-999,D,D,291.03,2a_3a_4b_4c,0.25,CDMG,35.002,-117.65,1,GROUND LEVEL,-999.0,-999,-999,60.0,-999.0,260.0,-999.0,-999.0,-999.0,-999.0,LANDERS\BFS000.AT2,LANDERS\BFS090.AT2,LANDERS\BFS-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.07,0.07,23.0,23.0,1.0,0.07,0.07,0.07,0.11146,11.057,6.7313,0.1119991,0.1126403,0.1138504,0.1136829,0.1255221,0.1337117,0.1855247,0.218202,0.1732566,0.213971,0.2058836,0.1921187,0.3300386,0.186825,0.07696435,0.04400835,0.01681234,0.01846815,0.01584737,0.008343828,0.01039925,0.007035098,134.92683,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
842,125,Landers,1992,628,1158,Brea - S Flower Av,580,90087,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,138.27,138.44,137.44,-999.0,140.85,137.44,-136.55,na,-96.52,0.64,0.47,87.09,-999,D,D,322.75,2a_3a_4b_4c,0.25,USC,33.916,-117.896,1,GROUND LEVEL,-999.0,-999,5,1060.0,-999.0,3660.0,520.0,-999.0,3200.0,-999.0,LANDERS\FLO020.AT2,LANDERS\FLO290.AT2,LANDERS\FLO-UP.AT2,20,290,A,-999,PEA,A,1,2.5,0.05,0.05,18.0,13.0,1.0,0.05,0.05,0.05,0.041334,13.808,11.642,0.04133875,0.04142122,0.04148419,0.0424358,0.04571877,0.05337029,0.06889438,0.08125596,0.09579268,0.08553383,0.09726746,0.09673481,0.08094264,0.07923027,0.08020147,0.09273165,0.0538737,0.03301557,0.03499246,0.02992142,0.01461711,0.01338115,34.911982,5,50,-999.0,-999.0,-999,-999,0,-999,?
843,125,Landers,1992,628,1158,Buena Park - La Palma,579,90086,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,151.11,151.27,150.09,-999.0,154.23,150.09,-148.42,na,-98.55,0.61,0.47,87.35,-999,D,D,270.96,2a_3a_4b_4c,0.25,USC,33.847,-118.018,1,GROUND LEVEL,-999.0,-999,5,880.0,-999.0,4880.0,760.0,-999.0,4420.0,-999.0,LANDERS\BPK090.AT2,LANDERS\BPK180.AT2,LANDERS\BPK-UP.AT2,90,180,A,-999,PEA,A,1,2.5,0.05,0.03,13.0,15.0,1.0,0.05,0.03,0.05,0.042976,13.464,15.769,0.04299017,0.04304683,0.04328884,0.04376801,0.04570687,0.05258871,0.06707209,0.09473471,0.09212731,0.09957551,0.0942482,0.1130234,0.09959961,0.1254233,0.1028616,0.09746141999999999,0.04513885,0.03970259,0.02381136,0.02156882,0.01402968,0.01686115,32.706036,5,50,-999.0,-999.0,-999,-999,0,-999,Y
844,125,Landers,1992,628,1158,Burbank - N Buena Vista,521,90012,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,174.49,174.63,157.94,-999.0,169.75,157.94,-149.61,na,-71.31,0.82,0.47,87.32,-999,D,D,320.57,2a_3a_4b_4c,0.25,USC,34.168,-118.331,1,GROUND LEVEL,-999.0,-999,-999,840.0,-999.0,2440.0,320.0,-999.0,1000.0,-999.0,LANDERS\BUE250.AT2,LANDERS\BUE340.AT2,LANDERS\BUE-UP.AT2,250,340,A,-999,PEA,A,1,2.5,0.2,0.05,15.0,20.0,1.0,0.2,0.05,0.2,0.058425,11.127,5.9451,0.0584502,0.05850702,0.05882789,0.05991563,0.06437115,0.07170235,0.09551401,0.1044817,0.118792,0.1119979,0.1383656,0.1492863,0.1603151,0.1522126,0.1075493,0.1006787,0.03449824,0.01646229,0.009893928,0.009972146,0.0106422,0.00846934,77.81598,5,50,-999.0,-999.0,-999,-999,0,-999,?
845,125,Landers,1992,628,1158,Calabasas - N Las Virg,547,90052,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,208.17,208.28,190.05,-999.0,202.97,190.05,-176.15,na,-67.95,0.82,0.47,87.72,-999,S,C,403.72,2a_3a_4b_4c,0.25,USC,34.15,-118.696,1,GROUND LEVEL,-999.0,-999,-999,960.0,-999.0,3860.0,100.0,-999.0,2620.0,-999.0,LANDERS\VIR200.AT2,LANDERS\VIR290.AT2,LANDERS\VIR-UP.AT2,200,290,A,-999,PEA,A,1,2.5,0.3,0.3,22.0,22.0,1.0,0.3,0.3,0.3,0.014835,2.5873,0.75257,0.01484395,0.0150579,0.015498,0.01780936,0.01820241,0.02043545,0.02488246,0.03424237,0.04351522,0.0373762,0.03109368,0.03562676,0.04271907,0.02328827,0.03016434,0.0207696,0.01312301,0.004503632,0.001783759,0.001113081,0.000610334,0.000361866,89.986958,5,50,-999.0,-999.0,-999,-999,0,-999,Y
846,125,Landers,1992,628,1158,Chatsworth - Devonshire,513,90004,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,197.12,197.25,172.45,-999.0,188.54,172.45,-152.2,na,-61.95,0.82,0.47,87.37,-999,S,C,409.4,2a_3a_4b_4c,0.33,USC,34.358,-118.571,1,GROUND LEVEL,-999.0,-999,-999,960.0,-999.0,4460.0,320.0,-999.0,2900.0,-999.0,LANDERS\DEV000.AT2,LANDERS\DEV090.AT2,LANDERS\DEV-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.0,0.05,12.0,12.0,1.0,0.0,0.05,0.05,0.030013,10.126,10.747,0.03002519,0.03007156,0.03018466,0.03043623,0.03145562,0.0335582,0.04252658,0.04769772,0.05463509,0.06406861,0.08854182,0.07901517,0.07126384,0.05594046,0.05785559,0.04671057,0.03046359,0.02050227,0.0181385,0.02429383,0.02429129,0.01289874,106.05426,5,50,-999.0,-999.0,-999,-999,0,-999,?
847,125,Landers,1992,628,1158,Compton - Castlegate St,571,90078,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,165.71,165.85,161.23,-999.0,166.71,161.23,-160.0,na,-82.91,0.77,0.47,87.49,-999,D,D,266.9,2a_3a_4b_4c,0.25,USC,33.899,-118.196,2,GROUND LEVEL,-999.0,-999,5,980.0,-999.0,2980.0,840.0,-999.0,5640.0,-999.0,LANDERS\CAS000.AT2,LANDERS\CAS270.AT2,LANDERS\CAS-UP.AT2,0,270,A,-999,PEA,A,1,2.5,0.05,0.05,20.0,18.0,1.0,0.05,0.05,0.05,0.064557,14.745,21.216,0.06458188,0.06475504,0.06524295,0.06575007,0.07371514,0.08482894,0.09567654,0.1223353,0.1502384,0.1657174,0.1731666,0.1511118,0.1819845,0.147094,0.1270822,0.1199728,0.05321931,0.046425,0.02573484,0.02061041,0.0203425,0.02494219,45.128073,5,50,-999.0,-999.0,-999,-999,0,-999,?
848,125,Landers,1992,628,1158,Coolwater,24,23,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,82.12,82.42,19.74,-999.0,45.39,19.74,2.26,na,6.58,0.92,0.47,17.9,-999,D,D,352.98,2a_3a_4b_4c,0.25,SCE,34.851,-116.858,-999,-999,-999.0,-999,-999,80.0,-999.0,280.0,-999.0,-999.0,-999.0,-999.0,LANDERS\CLW-LN.AT2,LANDERS\CLW-TR.AT2,LANDERS\CLW-UP.AT2,-999,-999,A,-999,PEA,A,1,2.5,0.08,0.08,30.0,30.0,1.25,0.1,0.1,0.1,0.35089,33.224,16.832,0.3513845,0.3543257,0.3636938,0.3848354,0.4118938,0.4742243,0.520723,0.7568809,0.8736424,1.113193,0.9121695,0.9518558,0.7644246,0.3477555,0.2184805,0.09529117,0.04418486,0.03994865,0.04981595,0.04616575,0.03081232,0.01612619,89.321181,5,50,-999.0,-999.0,-999,-999,0,-999,?
849,125,Landers,1992,628,1158,Covina - W Badillo,564,90070,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,136.8,136.98,128.06,-999.0,135.35,128.06,-126.71,na,-81.66,0.72,0.47,86.84,-999,D,D,324.79,2a_3a_4b_4c,0.25,USC,34.087,-117.915,1,GROUND LEVEL,-999.0,-999,-999,320.0,-999.0,2500.0,320.0,-999.0,2440.0,-999.0,LANDERS\BAD000.AT2,LANDERS\BAD270.AT2,LANDERS\BAD-UP.AT2,0,270,A,-999,PEA,A,1,2.5,0.07,0.1,18.0,18.0,1.0,0.07,0.1,0.1,0.050363,14.274,10.02,0.0503656,0.05043759,0.05082232,0.05128103,0.05499435,0.06080087,0.0851365,0.11817,0.1186702,0.1125063,0.1532587,0.102529,0.121632,0.1040651,0.1175137,0.1162977,0.03774874,0.04308766,0.05397405,0.02515745,0.01908289,0.01300207,53.403312,5,50,-999.0,-999.0,-999,-999,0,-999,?
850,125,Landers,1992,628,1158,Desert Hot Springs,267,12149,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,27.32,28.21,21.78,-999.0,47.34,21.78,-8.47,na,-157.1,0.08,0.47,79.41,-999,D,D,359.0,0,0.25,CDMG,33.962,-116.509,1,GROUND LEVEL,0.7,-999,-999,60.0,-999.0,320.0,340.0,-999.0,340.0,-999.0,LANDERS\DSP000.AT2,LANDERS\DSP090.AT2,LANDERS\DSP-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.07,0.07,23.0,23.0,1.0,0.07,0.07,0.07,0.15433,19.919,8.0602,0.1553887,0.156874,0.156395,0.161152,0.196721,0.2711315,0.3092634,0.4663394,0.418065,0.3780532,0.3490376,0.3010918,0.2378916,0.2722213,0.1604067,0.1146545,0.0480122,0.02970611,0.01874766,0.01882048,0.010061,0.006211393,-16.254346,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
851,125,Landers,1992,628,1158,Downey - Co Maint Bldg,288,14368,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,162.52,162.67,157.46,-999.0,163.21,157.46,-156.15,na,-82.62,0.77,0.47,87.43,-999,D,D,271.9,1,0.25,CDMG,33.924,-118.167,1,GROUND LEVEL,9.5,-999,2,1300.0,-999.0,4400.0,880.0,-999.0,6000.0,-999.0,LANDERS\DWN000.AT2,LANDERS\DWN090.AT2,LANDERS\DWN-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.07,0.07,23.0,23.0,1.0,0.07,0.07,0.07,0.046025,16.002,17.238,0.04621413,0.04643854,0.04585447,0.04674675,0.05051364,0.05175352,0.07019376,0.0849821,0.08551934,0.09405012,0.09876074,0.09832634,0.1127759,0.1125207,0.07398931,0.07601782,0.05265249,0.03643582,0.0364931,0.02818844,0.02234922,0.02800054,46.53628,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
852,125,Landers,1992,628,1158,Duarte - Mel Canyon Rd.,561,90067,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,138.49,138.67,126.33,-999.0,135.4,126.33,-123.76,na,-78.44,0.75,0.47,86.76,-999,S,C,459.14,2a_3a_4b_4c,0.25,USC,34.15,-117.939,1,GROUND LEVEL,-999.0,-999,5,100.0,-999.0,840.0,320.0,-999.0,320.0,-999.0,LANDERS\MEL090.AT2,LANDERS\MEL180.AT2,LANDERS\MEL-UP.AT2,90,180,A,-999,PEA,A,1,2.5,0.07,0.0,15.0,13.0,1.0,0.07,0.0,0.07,0.023001,8.1895,7.7864,0.02300716,0.02310031,0.02328988,0.02419708,0.02848872,0.03308349,0.04479383,0.04672548,0.05472143,0.06168317,0.06002392,0.05490675,0.05935657,0.03889252,0.04610655,0.03161243,0.0149849,0.01773748,0.01409098,0.01349762,0.01466549,0.009397781,60.878366,5,50,-999.0,-999.0,-999,-999,0,-999,?
853,125,Landers,1992,628,1158,El Monte - Fairview Av,560,90066,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,146.28,146.45,135.88,-999.0,144.18,135.88,-133.49,na,-79.23,0.7,0.47,87.0,-999,D,D,290.63,2a_3a_4b_4c,0.25,USC,34.093,-118.019,2,GROUND LEVEL,-999.0,-999,5,460.0,-999.0,2960.0,380.0,-999.0,3040.0,-999.0,LANDERS\FAI095.AT2,LANDERS\FAI185.AT2,LANDERS\FAI-UP.AT2,95,185,A,-999,PEA,A,1,2.5,0.1,0.04,13.0,13.0,1.0,0.1,0.04,0.1,0.04208,12.124,12.461,0.04209099,0.04218571,0.04241015,0.04354036,0.04409045,0.04563563,0.05024346,0.06165661,0.06353375,0.07721742,0.07794891,0.08738064,0.1145068,0.08489949,0.1026428,0.07228491,0.06001138,0.03879775,0.03822065,0.03057602,0.02427855,0.01477526,58.092598,5,50,-999.0,-999.0,-999,-999,0,-999,?
854,125,Landers,1992,628,1158,Featherly Park - Maint,274,13122,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,123.04,123.24,121.8,-999.0,128.23,121.8,-119.75,na,-100.5,0.3,0.47,86.88,-999,S,C,367.54,2a_3a_4b_4c,0.25,CDMG,33.869,-117.709,1,GROUND LEVEL,-999.0,-999,5,800.0,-999.0,2600.0,-999.0,-999.0,-999.0,-999.0,LANDERS\FEA000.AT2,LANDERS\FEA090.AT2,LANDERS\FEA-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.16,0.16,23.0,23.0,1.0,0.16,0.16,0.16,0.051402,6.0126,2.8596,0.05194969,0.05238608,0.05175588,0.0521654,0.05767445,0.06723099,0.09825128,0.1051571,0.121829,0.1795397,0.1675333,0.1814696,0.07625728,0.06891738,0.05534988,0.05597735,0.01588256,0.01491024,0.01787933,0.01125674,0.004343479,0.00162093,22.449382,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
855,125,Landers,1992,628,1158,Fort Irwin,351,24577,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,120.99,121.19,62.98,-999.0,88.0,62.98,44.42,na,44.85,0.92,0.47,81.05,-999,S,C,367.43,2a_3a_4b_4c,0.25,CDMG,35.268,-116.684,0,GROUND LEVEL,-999.0,-999,-999,60.0,-999.0,240.0,-999.0,-999.0,-999.0,-999.0,LANDERS\FTI000.AT2,LANDERS\FTI090.AT2,LANDERS\FTI-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.07,0.07,23.0,23.0,1.0,0.07,0.07,0.07,0.12001,12.655,15.574,0.1212459,0.1215411,0.126104,0.1351072,0.1755773,0.1918242,0.2897431,0.3259835,0.30327,0.3444189,0.3193133,0.2547297,0.1213256,0.1094106,0.0667808,0.06355169,0.02350831,0.02189558,0.02413246,0.02665342,0.02677437,0.01856327,118.40017,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
856,125,Landers,1992,628,1158,Fountain Valley - Euclid,511,90002,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,148.53,148.69,146.89,-999.0,154.66,146.89,-142.12,na,-104.64,0.3,0.47,87.42,-999,D,D,270.54,2a_3a_4b_4c,0.25,USC,33.719,-117.937,1,GROUND,-999.0,-999,-999,980.0,-999.0,3580.0,540.0,-999.0,2800.0,-999.0,LANDERS\EUC022.AT2,LANDERS\EUC292.AT2,LANDERS\EUC-UP.AT2,22,292,A,-999,PEA,A,1,2.5,0.04,0.05,13.0,13.0,1.0,0.04,0.05,0.05,0.066232,14.769,10.266,0.06629173,0.06643011,0.06667669,0.06763078,0.06981651,0.07314584,0.08665407,0.1359195,0.1073209,0.1297197,0.1406962,0.1498984,0.1160968,0.127283,0.1225662,0.08857273,0.06394696,0.0380191,0.026873,0.01783869,0.01092252,0.01227968,16.328242,5,50,-999.0,-999.0,-999,-999,0,-999,?
857,125,Landers,1992,628,1158,Glendale - Las Palmas,558,90063,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,165.22,165.37,148.07,-999.0,160.06,148.07,-140.34,na,-71.41,0.82,0.47,87.14,-999,S,C,371.07,2a_3a_4b_4c,0.25,USC,34.2,-118.231,1,GROUND LEVEL,-999.0,-999,5,100.0,-999.0,440.0,100.0,-999.0,320.0,-999.0,LANDERS\GLP177.AT2,LANDERS\GLP267.AT2,LANDERS\GLP-UP.AT2,177,267,A,-999,PEA,A,1,2.5,0.3,0.3,18.0,18.0,1.0,0.3,0.3,0.3,0.050314,4.5636,0.89,0.05033452,0.05051816,0.05084633,0.05287458,0.05707778,0.06160172,0.08327654,0.1079508,0.1023264,0.1400968,0.1766324,0.1478654,0.05011237,0.04407475,0.04638756,0.02189617,0.007975411,0.004484319,0.001939711,0.001207801,0.000706559,0.00038461,77.244326,5,50,-999.0,-999.0,-999,-999,0,-999,?
858,125,Landers,1992,628,1158,Glendora - N Oakbank,559,90065,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,133.42,133.6,122.61,-999.0,130.89,122.61,-120.83,na,-80.21,0.73,0.47,86.68,-999,S,C,362.31,2a_3a_4b_4c,0.25,USC,34.137,-117.883,-999,GROUND LEVEL,-999.0,-999,5,880.0,-999.0,1180.0,320.0,-999.0,1200.0,-999.0,LANDERS\OAK080.AT2,LANDERS\OAK170.AT2,LANDERS\OAK-UP.AT2,80,170,A,-999,PEA,A,1,2.5,0.08,0.08,13.0,20.0,1.0,0.08,0.08,0.08,0.052215,9.1841,7.0372,0.05225331,0.05257996,0.05335765,0.05566126,0.06655476,0.07910006,0.113324,0.1128201,0.135494,0.1236208,0.1064176,0.1049606,0.1372376,0.09041286,0.1046447,0.08673418,0.03144269,0.02530014,0.01808061,0.01057073,0.01384202,0.008023117,57.35051,5,50,-999.0,-999.0,-999,-999,0,-999,?
859,125,Landers,1992,628,1158,Hacienda Heights - Colima,567,90073,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,140.83,141.0,136.29,-999.0,141.47,136.29,-135.75,na,-84.89,0.77,0.47,87.05,-999,S,D,337.0,0,0.1,USC,33.99,-117.943,2,GROUND LEVEL,-999.0,-999,5,200.0,-999.0,2620.0,320.0,-999.0,2900.0,-999.0,LANDERS\COM140.AT2,LANDERS\COM230.AT2,LANDERS\COM-UP.AT2,140,230,A,-999,PEA,A,1,2.5,0.06,0.04,18.0,18.0,1.0,0.06,0.04,0.06,0.049429,9.3505,8.2533,0.04942998,0.04954453,0.04982948,0.05117149,0.053767,0.06384116,0.09768055,0.11268,0.1159823,0.148823,0.1091254,0.1171083,0.1108769,0.1044295,0.08944243,0.0889096,0.03274338,0.02364438,0.02463949,0.01847814,0.007416819,0.007970449,44.449192,5,50,-999.0,-999.0,-999,-999,0,-999,?
860,125,Landers,1992,628,1158,Hemet Fire Station,272,12331,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,72.51,72.85,68.66,-999.0,90.1,68.66,-53.63,na,-128.64,0.08,0.47,85.42,-999,S,D,328.09,2a_3a_4b_4c,0.3,CDMG,33.729,-116.979,1,GROUND LEVEL,-999.0,-999,-999,60.0,-999.0,280.0,-999.0,-999.0,-999.0,-999.0,LANDERS\H05000.AT2,LANDERS\H05090.AT2,LANDERS\H05-UP.AT2,0,90,A,-999,#,O,-999,-999.0,0.16,0.16,23.0,23.0,1.0,0.16,0.16,0.16,0.082307,5.6002,1.9874,0.08327512,0.08352425,0.08677973,0.09104522,0.1440466,0.2204038,0.1928171,0.1808185,0.1464444,0.1513427,0.1421677,0.1307562,0.107438,0.09239873,0.0529252,0.02774875,0.01151007,0.01020959,0.009414551,0.008929234,0.003290713,0.00132418,-22.193911,5,50,-999.0,-999.0,-999,-999,0,-999,? PT
861,125,Landers,1992,628,1158,Huntington Bch - Waikiki,576,90083,7.28,336.0,90.0,180,0,0.0,21.0,0.0,291.0,34.2,-116.436,7.0,1,0.0,71.8,15.0,1077.0,0.7840909090909091,157.47,157.63,156.0,-999.0,162.62,156.0,-151.92,na,-103.13,0.47,0.47,87.53,-999,D,D,270.54,2a_3a_4b_4c,0.25,USC,33.727,-118.044,1,GROUND LEVEL,-999.0,-999,5,1260.0,-999.0,4060.0,540.0,-999.0,2940.0,-999.0,LANDERS\WAI200.AT2,LANDERS\WAI290.AT2,LANDERS\WAI-UP.AT2,200,290,A,-999,PEA,A,1,2.5,0.05,0.05,15.0,12.0,1.0,0.05,0.05,0.05,0.058618,14.554,12.586,0.05864368,0.05878391,0.05893522,0.06027789,0.06122657,0.06897587,0.1027666,0.1141442,0.1192219,0.1223367,0.1325851,0.153404,0.1192024,0.133735,0.09840461,0.09759196,0.05357833,0.03304114,0.02567695,0.01128721,0.009552081,0.009595681,21.481403,5,50,-999.0,-999.0,-999,-999,0,-999,?
